//File Created from Spray glider sat file
//File updated on 06/26/2025 10:29
//Float ID: 25420901
//WMO ID: 25420901
//Missing data value = -1e10
//Data quality flags: 0=Good, 4=Questionable, 8=Bad, 1=Missing or not inspected 
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[pss]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	b_bp700[1/m]	QF	pHinsitu[Total]	QF	b_bp532[1/m]	QF	CDOM[ppb]	QF	TALK_CANYONB[µmol/kg]	QF	DIC_CANYONB[µmol/kg]	QF	pCO2_CANYONB[µatm]	QF	SAT_AR_CANYONB[]	QF	pH25C_1atm[Total]	QF	DOWNWELL_PAR[µmol Quanta/m^2/sec]	QF	DOWN_IRRAD380[W/m^2/nm]	QF	DOWN_IRRAD443[W/m^2/nm]	QF	DOWN_IRRAD490[W/m^2/nm]	QF	VRS[Volts]	QF	VRS_STD[Volts]	QF	VK[Volts]	QF	VK_STD[Volts]	QF	IK[nA]	QF	Ib[nA]	QF	PHIN_CANYONB[Total]	QF
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	86.20	0	11.9613	0	34.6277	0	1026.313	0	85.554	0	209.76	0	79.4	0	-1e10	0	0.2960	0	-1e10	0	8.0532	0	-1e10	0	-1e10	0	2300	0	2097	0	388.4	0	2.166	0	7.8607	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929190	0	0.000017	0	-0.994900	0	0.000005	0	34.10	0	-0.08	0	7.9661	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	83.20	0	11.9622	0	34.6077	0	1026.297	0	82.577	0	213.09	0	80.7	0	-1e10	0	0.2630	0	-1e10	0	8.0616	0	-1e10	0	-1e10	0	2299	0	2093	0	379.9	0	2.200	0	7.8686	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928710	0	0.000014	0	-0.994500	0	0.000005	0	33.30	0	-0.07	0	7.9708	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	78.30	0	11.7725	0	34.5130	0	1026.259	0	77.715	0	216.71	0	81.7	0	-1e10	0	0.5629	0	-1e10	0	8.0685	0	-1e10	0	-1e10	0	2294	0	2087	0	372.5	0	2.209	0	7.8724	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928390	0	0.000013	0	-0.994300	0	0.000012	0	33.20	0	-0.07	0	7.9697	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	73.60	0	11.7770	0	34.4905	0	1026.241	0	73.050	0	217.96	0	82.1	0	-1e10	0	0.2135	0	-1e10	0	8.0673	0	-1e10	0	-1e10	0	2293	0	2087	0	373.8	0	2.203	0	7.8711	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928450	0	0.000015	0	-0.994300	0	0.000008	0	33.20	0	-0.07	0	7.9704	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	69.40	0	11.6050	0	34.4572	0	1026.247	0	68.883	0	219.88	0	82.5	0	-1e10	0	0.2124	0	-1e10	0	8.0655	0	-1e10	0	-1e10	0	2292	0	2088	0	375.5	0	2.181	0	7.8666	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928660	0	0.000011	0	-0.994500	0	0.000009	0	33.40	0	-0.07	0	7.9698	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	65.20	0	11.3720	0	34.3748	0	1026.226	0	64.715	0	222.92	0	83.2	0	-1e10	0	0.2300	0	-1e10	0	8.0580	0	-1e10	0	-1e10	0	2288	0	2090	0	382.7	0	2.126	0	7.8557	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929200	0	0.000015	0	-0.994700	0	0.000008	0	32.50	0	-0.06	0	7.9675	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	62.40	0	10.5365	0	34.2272	0	1026.260	0	61.936	0	231.25	0	84.7	0	-1e10	0	0.2520	0	-1e10	0	8.0625	0	-1e10	0	-1e10	0	2281	0	2087	0	376.9	0	2.072	0	7.8475	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929440	0	0.000014	0	-0.994700	0	0.000009	0	33.10	0	-0.06	0	7.9647	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	58.50	0	10.1330	0	34.0787	0	1026.214	0	58.065	0	237.56	0	86.2	0	-1e10	0	0.2171	0	-1e10	0	8.0760	0	-1e10	0	-1e10	0	2274	0	2079	0	363.0	0	2.087	0	7.8543	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928870	0	0.000009	0	-0.994600	0	0.000012	0	32.80	0	-0.06	0	7.9625	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	53.40	0	10.8570	0	34.1866	0	1026.172	0	53.004	0	241.32	0	89.0	0	-1e10	0	0.3056	0	-1e10	0	8.0950	0	-1e10	0	-1e10	0	2279	0	2070	0	346.1	0	2.232	0	7.8835	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.927370	0	0.000013	0	-0.993900	0	0.000006	0	32.80	0	-0.07	0	7.9858	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	50.00	0	11.2840	0	34.2520	0	1026.146	0	49.630	0	245.43	0	91.4	0	-1e10	0	0.5138	0	-1e10	0	8.0933	0	-1e10	0	-1e10	0	2283	0	2070	0	348.4	0	2.264	0	7.8881	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.927220	0	0.000006	0	-0.993800	0	0.000009	0	33.20	0	-0.08	0	8.0030	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	46.00	0	10.3220	0	33.9791	0	1026.104	0	45.660	0	260.72	0	94.9	0	-1e10	0	0.3510	0	-1e10	0	8.1133	0	-1e10	0	-1e10	0	2271	0	2059	0	328.9	0	2.256	0	7.8929	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.926590	0	0.000009	0	-0.993200	0	0.000010	0	33.00	0	-0.07	0	8.0072	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	41.20	0	11.3185	0	34.0571	0	1025.988	0	40.896	0	265.39	0	98.7	0	-1e10	0	0.8170	0	-1e10	0	8.1543	0	-1e10	0	-1e10	0	2275	0	2035	0	295.2	0	2.533	0	7.9477	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.923620	0	0.000016	0	-0.991900	0	0.000011	0	32.10	0	-0.07	0	8.0340	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	38.00	0	11.7610	0	34.1300	0	1025.963	0	37.720	0	267.65	0	100.6	0	-1e10	0	0.9942	0	-1e10	0	8.1619	0	-1e10	0	-1e10	0	2279	0	2030	0	289.6	0	2.617	0	7.9617	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922930	0	0.000015	0	-0.991800	0	0.000007	0	31.60	0	-0.07	0	8.0477	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	34.80	0	12.0485	0	34.1842	0	1025.951	0	34.543	0	269.88	0	102.0	0	-1e10	0	1.1687	0	-1e10	0	8.1803	0	-1e10	0	-1e10	0	2282	0	2020	0	275.6	0	2.740	0	7.9840	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.921730	0	0.000012	0	-0.991400	0	0.000007	0	32.80	0	-0.08	0	8.0582	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	30.70	0	13.9547	0	34.5745	0	1025.873	0	30.474	0	262.70	0	103.6	0	-1e10	0	1.3690	0	-1e10	0	8.2026	0	-1e10	0	-1e10	0	2300	0	2006	0	260.1	0	3.084	0	8.0348	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919360	0	0.000012	0	-0.990900	0	0.000011	0	31.80	0	-0.08	0	8.0805	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	26.70	0	18.3535	0	35.7169	0	1025.739	0	26.504	0	231.90	0	100.3	0	-1e10	0	0.8331	0	-1e10	0	8.1780	0	-1e10	0	-1e10	0	2352	0	2019	0	280.5	0	3.532	0	8.0776	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918400	0	0.000008	0	-0.991500	0	0.000006	0	32.80	0	-0.08	0	8.0888	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	22.80	0	19.5766	0	36.1005	0	1025.718	0	22.633	0	223.83	0	99.3	0	-1e10	0	0.7355	0	-1e10	0	8.1693	0	-1e10	0	-1e10	0	2371	0	2026	0	288.2	0	3.664	0	8.0875	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918310	0	0.000009	0	-0.991100	0	0.000008	0	32.80	0	-0.08	0	8.0881	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	18.80	0	19.8954	0	36.1819	0	1025.696	0	18.662	0	222.26	0	99.2	0	-1e10	0	0.6049	0	-1e10	0	8.1676	0	-1e10	0	-1e10	0	2375	0	2027	0	289.8	0	3.701	0	8.0906	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918250	0	0.000009	0	-0.990500	0	0.000011	0	32.60	0	-0.08	0	8.0878	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	14.70	0	19.9704	0	36.2242	0	1025.709	0	14.592	0	221.28	0	99.0	0	-1e10	0	0.5757	0	-1e10	0	8.1681	0	-1e10	0	-1e10	0	2377	0	2028	0	289.7	0	3.719	0	8.0920	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918220	0	0.000010	0	-0.990000	0	0.000006	0	32.30	0	-0.09	0	8.0873	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	10.20	0	20.1454	0	36.2551	0	1025.685	0	10.125	0	220.46	0	98.9	0	-1e10	0	0.4440	0	-1e10	0	8.1671	0	-1e10	0	-1e10	0	2379	0	2028	0	290.6	0	3.739	0	8.0936	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918190	0	0.000012	0	-0.988900	0	0.000009	0	32.60	0	-0.08	0	8.0870	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	6.00	0	20.1385	0	36.2507	0	1025.684	0	5.956	0	220.04	0	98.7	0	-1e10	0	0.4204	0	-1e10	0	8.1690	0	-1e10	0	-1e10	0	2379	0	2027	0	289.1	0	3.752	0	8.0952	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918100	0	0.000011	0	-0.986900	0	0.000012	0	31.80	0	-0.08	0	8.0864	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0																													
