	Model	SN	O2Concentration[uM]	AirSaturation[%]	Temperature[Deg.C]	CalPhase[Deg]	TCPhase[Deg]	C1RPh[Deg]	C2RPh[Deg]	C1Amp[mV]	C2Amp[mV]	RawTemp[mV]
2025-05-22 16:06:41.923	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:44.611												
2025-05-22 16:06:44.908	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:47.618												
2025-05-22 16:06:47.922	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:50.611												
2025-05-22 16:06:50.913	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:53.619												
2025-05-22 16:06:53.927	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.66E+02
2025-05-22 16:06:56.611												
2025-05-22 16:06:56.915	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:59.617												
2025-05-22 16:06:59.926	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.66E+02
2025-05-22 16:07:02.608												
2025-05-22 16:07:02.910	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.66E+02
2025-05-22 16:07:05.614												
2025-05-22 16:07:05.920	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.66E+02
2025-05-22 16:07:08.612												
2025-05-22 16:07:08.612	4330	4										
